Lineage	Mean.Tree.Ratio	Mean.Total.Ratio	Mean.Total.Ratio.Var	Mean.Tree.Av.AD	Mean.Total.Av.AD	Mean.Sig
B.1.39	0	0.699941778841521	0.0275591212968705	0	5.0923076923077	0.288562506865007
B.1.428	0	0.679522179850722	0.0282929174407614	0	4.63888888888889	0.382182493414518
B.1.289	0	0.6938099503838	0.0273437105546778	0	7.84835164835165	0.375446839830104
B.1.423	0	0.694554238032499	0.0326745718050066	0	10.975	0.428009883198562
A	0	0.579508237318954	0.022594486289037	0	12.2882711988304	0.498253676491179
B.1.110.3	0	0.670797831976849	0.0299058388417513	0	10.1600907029478	0.432464066437346
B.1.358	0	0.689832837188001	0.0289863369208458	0	6.9375	0.446018256216556
B.1.369	0	0.627678856641445	0.0413301700224989	0	11.809126984127	0.403793745394078
B.1.36.9	0	0.579612299465241	0.0345216874628639	0	4.65	0.3618961352657
B.1.544	0	0.665381435630377	0.0350343012604845	0	10.9441520404883	0.425844236998482
B.1.221.3	0	0.687576400952197	0.0469605228982441	0	6.925	0.314950193691201
B.1.1.153	0	0.676626737422234	0.036839627587216	0	6.64666666666667	0.351217253462733
B.1.1.189	0	0.643516839189893	0.0351742888639492	0	9.85949833868155	0.458229058594475
B.1.177.57	0	0.600536121309784	0.0607543240336799	0	8.32444444444444	0.486274509803922
B.1.575	0	0.672443915028787	0.0250744490768314	0	5	0.304351952228172
B.1.610	0	0.650193994716004	0.0279654565500654	0	8.6439393939394	0.328293587533444
B.1.177.86	0	0.656139061442321	0.0261773653925241	0	6.97333333333333	0.456084656084656
A.2	0	0.644153225806452	0.0236895161290323	0	4	0.317460317460317
B.1.210	0	0.62437699233956	0.0274310797697733	0	5.36805555555556	0.417466869550203
B.1.473	0	0.631889844612067	0.0309514790476382	0	7.84211374586303	0.450115444357766
B.1.466.1	0	0.660576923076923	0.0173076923076923	0	4	0.444444444444444
B.1.1.54	0	0.675158574131257	0.0398410437657321	0	11.785960591133	0.434820572407885
B.1.104	0	0.685177349975319	0.0319441506240744	0	5.93055555555556	0.275164585281767
B.1.384	0	0.63867918683824	0.0126294214156976	0	4	0.444444444444444
B.1.302	0	0.678770437972281	0.0290942018829164	0	8.2570123939987	0.428279375056035
L.3	0	0.673973727422003	0.0374794745484401	0	6.22727272727275	0.353386392009988
B.1.398	0	0.668886142668387	0.0364543577456813	0	10.0808763630757	0.512114705422208
B.1.298	0	0.674410717473598	0.0336536634153267	0	5.70658076392085	0.263550777504146
B.1.350	0	0.68426731078905	0.0253945249597424	0	7.27619047619047	0.383998202420061
B.1.564	0	0.659841728693617	0.0332248661027604	0	10.1265203661784	0.398417507982392
B.1.315	0	0.693989071038251	0.0238829958212793	0	12.8809523809524	0.597657708100037
B.1.416	0	0.672394172610406	0.0278066261840217	0	9.28267195767196	0.481872555975418
B.1.409	0	0.679077311907052	0.0284838925668157	0	5.39080459770115	0.429292929292929
B.1.252	0	0.678173150152863	0.0368222036269545	0	7.23718216649252	0.314382306784362
B.1.131	0	0.693139755109232	0.0357474453840733	0	7.95	0.317095677531144
B.1.22.1	0	0.710465116279069	0.0616279069767442	0	4	0.376068376068376
B.1.258	0	0.633229014307325	0.0260563400156907	0	10.5338426279603	0.489180158318365
B.1.177.17	0	0.620224268270125	0.0341935408718588	0	7.80952380952381	0.502334267040149
B.1.305	0	0.676910460302164	0.0292345513432946	0	6.35964590964591	0.335825016453958
